4311.79	4007.18	4250.77	4125.13	4336.41	4587.18	4087.69	4634.36	4209.23	4232.31	4197.44	4262.05	4615.38	4381.03		
4308.72	4000.0	4245.13	4121.54	4329.23	4585.64	4086.67	4617.44	4189.23	4216.41	4186.15	4253.85	4604.1	4362.05		
4308.21	4002.05	4252.82	4122.56	4332.82	4582.56	4087.69	4610.77	4192.82	4216.41	4189.74	4256.92	4605.13	4360.0		
4311.28	4011.28	4265.13	4130.26	4339.49	4583.59	4089.74	4616.41	4200.0	4220.51	4195.9	4265.64	4611.28	4374.36		
4311.28	4008.72	4265.13	4130.77	4337.44	4585.64	4087.69	4614.87	4190.26	4218.46	4195.38	4265.64	4608.72	4374.36		
4306.15	4000.51	4259.49	4121.03	4330.26	4584.1	4085.64	4607.18	4185.13	4216.92	4200.0	4263.08	4611.28	4369.23		
4307.18	4003.08	4263.08	4121.54	4330.77	4582.56	4086.67	4611.79	4202.05	4224.62	4208.72	4271.28	4622.56	4379.49		
4314.87	4008.21	4268.21	4128.21	4335.38	4584.1	4092.31	4625.64	4212.82	4231.28	4210.77	4275.9	4624.62	4382.56		
4313.85	4003.08	4263.59	4124.1	4336.41	4586.67	4100.51	4633.33	4215.38	4232.82	4207.18	4270.77	4618.97	4372.31		
4308.21	3997.44	4254.36	4119.49	4332.82	4588.72	4097.95	4628.21	4217.44	4235.38	4208.21	4268.72	4621.54	4368.21		
4308.72	4006.15	4253.33	4121.03	4330.26	4585.64	4082.05	4614.87	4202.56	4236.41	4208.72	4271.28	4628.21	4370.26		
4306.15	4007.69	4253.33	4121.03	4330.26	4579.49	4077.44	4607.69	4186.67	4224.62	4198.97	4267.18	4622.56	4367.18		
4297.44	3992.82	4249.74	4118.46	4330.77	4581.03	4085.64	4609.23	4189.23	4208.72	4187.18	4258.97	4606.15	4363.59		
4301.03	3994.36	4252.82	4119.49	4332.82	4583.08	4087.69	4611.79	4195.9	4210.26	4188.21	4260.51	4601.03	4366.67		
4313.85	4010.77	4260.0	4124.62	4337.44	4580.51	4088.72	4618.46	4203.59	4223.59	4198.97	4267.69	4613.33	4370.77		
4317.44	4010.77	4258.46	4126.15	4339.49	4584.1	4094.36	4625.64	4208.21	4229.74	4201.54	4271.28	4619.49	4376.41		
4305.64	3998.46	4251.79	4121.54	4331.79	4584.62	4094.87	4620.0	4200.0	4222.05	4196.92	4268.72	4610.77	4370.26		
4296.92	3995.38	4249.23	4120.51	4324.62	4577.95	4088.21	4615.9	4203.08	4213.33	4197.95	4262.56	4606.15	4357.44		
4298.97	4001.03	4247.69	4123.08	4332.82	4580.0	4087.18	4624.62	4220.51	4224.1	4205.64	4265.13	4615.38	4363.08		
